55	GO:0000151|GO:0000153|GO:0005575|GO:0005622|GO:0005623|GO:0005634|GO:0005654|GO:0005730|GO:0005737|GO:0005829|GO:0030891|GO:0031461|GO:0031462|GO:0031974|GO:0031981|GO:0032991|GO:0043226|GO:0043227|GO:0043228|GO:0043229|GO:0043231|GO:0043232|GO:0043233|GO:0044422|GO:0044424|GO:0044428|GO:0044444|GO:0044446|GO:0044464|GO:0070013|GO:1902494|GO:1990234
56	GO:0005575|GO:0005576|GO:0005615|GO:0005623|GO:0005886|GO:0009986|GO:0016020|GO:0016021|GO:0031224|GO:0044421|GO:0044425|GO:0044464|GO:0071944
57	GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0005737|GO:0012505|GO:0030141|GO:0031410|GO:0031974|GO:0031982|GO:0031983|GO:0034774|GO:0035580|GO:0042581|GO:0043226|GO:0043227|GO:0043229|GO:0043233|GO:0044421|GO:0044422|GO:0044424|GO:0044433|GO:0044444|GO:0044446|GO:0044464|GO:0060205|GO:0070013|GO:0070820|GO:0097708|GO:0099503|GO:1904724
58	GO:0005575|GO:0005576|GO:0005615|GO:0044421
59	GO:0005575|GO:0005576|GO:0005615|GO:0044421
60	GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0044421|GO:0044464
61	GO:0005575|GO:0005576|GO:0005615|GO:0005623|GO:0005886|GO:0009897|GO:0009986|GO:0016020|GO:0044421|GO:0044425|GO:0044459|GO:0044464|GO:0071944|GO:0098552
62	GO:0000323|GO:0005575|GO:0005622|GO:0005623|GO:0005737|GO:0005764|GO:0005773|GO:0005886|GO:0005887|GO:0009986|GO:0012505|GO:0012506|GO:0016020|GO:0016021|GO:0030141|GO:0030659|GO:0030667|GO:0031090|GO:0031224|GO:0031226|GO:0031410|GO:0031982|GO:0042629|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0044422|GO:0044424|GO:0044425|GO:0044433|GO:0044444|GO:0044446|GO:0044459|GO:0044464|GO:0071944|GO:0097708|GO:0098588|GO:0098805|GO:0099503
63	GO:0005575|GO:0005622|GO:0005623|GO:0005737|GO:0005886|GO:0005887|GO:0009897|GO:0009986|GO:0016020|GO:0016021|GO:0031224|GO:0031226|GO:0044424|GO:0044425|GO:0044459|GO:0044464|GO:0071944|GO:0098552
64	GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0005737|GO:0005794|GO:0005796|GO:0012505|GO:0030133|GO:0030141|GO:0031410|GO:0031974|GO:0031982|GO:0031983|GO:0034774|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0043233|GO:0044421|GO:0044422|GO:0044424|GO:0044431|GO:0044433|GO:0044444|GO:0044446|GO:0044464|GO:0060205|GO:0070013|GO:0097708|GO:0099503
65	GO:0005575|GO:0005622|GO:0005623|GO:0005634|GO:0005654|GO:0005737|GO:0005794|GO:0005829|GO:0012505|GO:0016604|GO:0016607|GO:0031974|GO:0031981|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0043233|GO:0044422|GO:0044424|GO:0044428|GO:0044444|GO:0044446|GO:0044451|GO:0044464|GO:0070013
66	GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0005737|GO:0005783|GO:0005788|GO:0005791|GO:0012505|GO:0030133|GO:0030135|GO:0030136|GO:0030141|GO:0031410|GO:0031974|GO:0031982|GO:0033093|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0043233|GO:0044421|GO:0044422|GO:0044424|GO:0044432|GO:0044444|GO:0044446|GO:0044464|GO:0045178|GO:0048237|GO:0070013|GO:0097708|GO:0099503
67	GO:0005575|GO:0005622|GO:0005623|GO:0005634|GO:0005737|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0031224|GO:0031226|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0044424|GO:0044425|GO:0044459|GO:0044464|GO:0045121|GO:0045202|GO:0071944|GO:0098589|GO:0098805|GO:0098857
68	GO:0000139|GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0005634|GO:0005635|GO:0005737|GO:0005768|GO:0005769|GO:0005770|GO:0005771|GO:0005783|GO:0005789|GO:0005794|GO:0005886|GO:0009986|GO:0010008|GO:0012505|GO:0012506|GO:0016020|GO:0016021|GO:0016323|GO:0016324|GO:0030135|GO:0030136|GO:0030139|GO:0030659|GO:0030662|GO:0030665|GO:0031090|GO:0031224|GO:0031410|GO:0031901|GO:0031965|GO:0031967|GO:0031974|GO:0031975|GO:0031982|GO:0031983|GO:0031984|GO:0032991|GO:0042175|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0043233|GO:0043235|GO:0044421|GO:0044422|GO:0044424|GO:0044425|GO:0044428|GO:0044431|GO:0044432|GO:0044433|GO:0044440|GO:0044444|GO:0044446|GO:0044459|GO:0044464|GO:0045121|GO:0045177|GO:0045202|GO:0048471|GO:0070013|GO:0070435|GO:0071944|GO:0097487|GO:0097489|GO:0097708|GO:0098588|GO:0098589|GO:0098590|GO:0098791|GO:0098796|GO:0098797|GO:0098805|GO:0098827|GO:0098857
69	GO:0005575|GO:0005622|GO:0005623|GO:0005634|GO:0005654|GO:0005737|GO:0031974|GO:0031981|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0043233|GO:0044422|GO:0044424|GO:0044428|GO:0044446|GO:0044464|GO:0070013
70	GO:0005575|GO:0005622|GO:0005623|GO:0005737|GO:0005829|GO:0044424|GO:0044444|GO:0044464
71	GO:0005575|GO:0005576|GO:0005615|GO:0005623|GO:0009986|GO:0044297|GO:0044421|GO:0044464
72	GO:0005575|GO:0005576|GO:0005622|GO:0005623|GO:0005737|GO:0005768|GO:0005769|GO:0005770|GO:0005794|GO:0005886|GO:0005887|GO:0005901|GO:0009986|GO:0012505|GO:0016020|GO:0016021|GO:0031094|GO:0031224|GO:0031226|GO:0031410|GO:0031594|GO:0031982|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0044424|GO:0044425|GO:0044444|GO:0044456|GO:0044459|GO:0044464|GO:0044853|GO:0045121|GO:0045202|GO:0045211|GO:0071944|GO:0097060|GO:0097708|GO:0098589|GO:0098590|GO:0098794|GO:0098805|GO:0098857
73	GO:0005575|GO:0005622|GO:0005623|GO:0005737|GO:0005768|GO:0005769|GO:0005794|GO:0005886|GO:0005887|GO:0012505|GO:0016020|GO:0016021|GO:0031143|GO:0031224|GO:0031226|GO:0031410|GO:0031982|GO:0042995|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0044424|GO:0044425|GO:0044444|GO:0044459|GO:0044464|GO:0071944|GO:0097708|GO:0120025
74	GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0005634|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0044421|GO:0044424|GO:0044464
75	GO:0005575|GO:0005576|GO:0005615|GO:0005622|GO:0005623|GO:0005737|GO:0005794|GO:0012505|GO:0030141|GO:0031410|GO:0031982|GO:0036477|GO:0043025|GO:0043226|GO:0043227|GO:0043229|GO:0043231|GO:0044297|GO:0044421|GO:0044424|GO:0044444|GO:0044464|GO:0097458|GO:0097708|GO:0099503
